Department,Region,quarter,Revenue,Revenue Goal,Margin,Margin Goal,Sales Quantity,Customers,KPi Achieved
Strategic Partnerships,Papua,2017Q4,6464.38,4457.06,0.17,0.26,54,248,YES
Sales Support,Sulawesi,2017Q4,1267.4,4299.72,0.36,0.36,11,46,NO
Retail Sales,NTB,2017Q4,4683.38,2413.5,0.23,0.19,39,169,YES
E-commerce Sales,Bali,2017Q4,6422.72,2295.53,0.39,0.24,57,262,YES
Enterprise Sales,Jawa,2017Q4,5195.2,2667.8,0.12,0.19,42,200,YES
International Sales,Sumatra,2017Q4,7683.08,3383.84,0.1,0.23,63,327,YES
Sales Administration,Kalimantan,2017Q4,1812.48,802.93,0.43,0.41,12,66,YES
Sales Engineering,Papua,2017Q4,490,1879.14,0.36,0.54,2,4,NO
Sales Operations,Sulawesi,2017Q4,6066.69,3656.2,0.16,0.17,46,135,YES
Inside Sales,NTB,2017Q4,4179.2,2821.9,0.22,0.19,30,131,YES
Outside Sales,Bali,2017Q4,2808.14,2582.7,0.09,0.22,23,59,YES
Account Management,Jawa,2017Q4,2468.79,4936.41,0.13,0.2,18,60,NO
Business Development,Sumatra,2017Q4,7092.43,5040.82,0.26,0.16,52,278,YES
Sales Enablement,Kalimantan,2017Q4,2901.61,2255.16,0.54,0.44,21,50,YES
Channel Sales,Papua,2017Q4,520.69,1816.91,0.52,0.5,2,4,NO
Key Accounts,Sulawesi,2017Q4,7746.97,3091.44,0.33,0.33,62,171,YES
Sales Analytics,NTB,2017Q4,10737.96,7549.52,0.35,0.24,101,378,YES
Customer Success,Bali,2017Q4,7329.05,3315.93,0.34,0.25,57,249,YES
Sales Training,Jawa,2017Q4,9101.84,3320.28,0.21,0.3,75,312,YES
Strategic Partnerships,Sumatra,2017Q4,6552.36,3796.08,0.25,0.38,53,216,YES
Sales Support,Kalimantan,2017Q4,5432.59,2797.46,0.51,0.31,44,180,YES
Retail Sales,Papua,2017Q4,4619.62,3477.92,0.18,0.22,35,148,YES
E-commerce Sales,Sulawesi,2017Q4,3547.92,7424.88,0.4,0.29,28,150,NO
Enterprise Sales,NTB,2017Q4,5972.69,3680.84,0.19,0.2,48,103,YES
International Sales,Bali,2017Q4,1904.44,5449.38,0.29,0.26,14,62,NO
Sales Administration,Jawa,2017Q4,391.58,1215.99,0.65,0.54,2,7,NO
Sales Engineering,Sumatra,2017Q4,1755.43,1594.14,0.49,0.36,14,44,YES
Sales Operations,Kalimantan,2017Q4,786.93,5351.63,0.19,0.2,4,21,NO
Inside Sales,Papua,2017Q4,1362.01,6284.64,0.18,0.22,9,40,NO
Outside Sales,Sulawesi,2017Q4,9214.79,6047.77,0.11,0.18,86,194,YES
Account Management,NTB,2017Q4,1205.87,1424.51,0.15,0.18,9,23,NO
Business Development,Bali,2017Q4,500.88,4252.72,0.22,0.16,3,10,NO
Sales Enablement,Jawa,2017Q4,2969.78,2542.51,0.74,0.54,24,112,YES
Channel Sales,Sumatra,2017Q4,583.76,1117.92,0.76,0.42,5,16,NO
Key Accounts,Kalimantan,2017Q4,5210.6,6972.9,0.24,0.32,42,234,NO
Sales Analytics,Papua,2017Q4,3017.09,7822.08,0.22,0.29,26,70,NO
Customer Success,Sulawesi,2017Q4,6271.17,5236.43,0.29,0.25,51,219,YES
Sales Training,NTB,2017Q4,1459.64,5299.88,0.22,0.39,11,27,NO
Strategic Partnerships,Bali,2017Q4,6361.85,7404.06,0.23,0.36,59,203,NO
Sales Support,Jawa,2017Q4,1840.84,5102.38,0.38,0.36,14,42,NO
Retail Sales,Sumatra,2017Q4,9157.13,5084.02,0.16,0.19,87,309,YES
E-commerce Sales,Kalimantan,2017Q4,4724.24,6210.53,0.37,0.31,38,217,NO
Enterprise Sales,Papua,2017Q4,706.41,2668.13,0.25,0.14,3,9,NO
International Sales,Sulawesi,2017Q4,1456.68,3303.12,0.37,0.27,10,51,NO
Sales Administration,NTB,2017Q4,1315.87,1682.41,0.4,0.36,10,29,NO
Sales Engineering,Bali,2017Q4,2009.15,720.59,0.49,0.47,14,40,YES
Sales Operations,Jawa,2017Q4,6734.22,5025.82,0.18,0.22,58,332,YES
Inside Sales,Sumatra,2017Q4,3966.68,6210.43,0.23,0.18,28,146,NO
Outside Sales,Kalimantan,2017Q4,4386.86,4262.4,0.28,0.22,38,108,YES
Account Management,Papua,2017Q4,2355.78,3856.87,0.08,0.2,17,96,NO
Business Development,Sulawesi,2017Q4,1361.56,2262.48,0.15,0.17,11,47,NO
Sales Enablement,NTB,2017Q4,567.32,2019.17,0.24,0.48,3,8,NO
Channel Sales,Bali,2017Q4,3390.32,2225.4,0.36,0.52,28,105,YES
Key Accounts,Jawa,2017Q4,6972.64,3865.33,0.19,0.29,51,287,YES
Sales Analytics,Sumatra,2017Q4,6597.16,3692.36,0.4,0.3,54,253,YES
Customer Success,Kalimantan,2017Q4,5368.45,5177.35,0.34,0.27,42,160,YES
Sales Training,Papua,2017Q4,1951.36,4504.84,0.4,0.3,14,76,NO
Strategic Partnerships,Sulawesi,2017Q4,2190.04,6517.76,0.45,0.27,16,74,NO
Sales Support,NTB,2017Q4,2424.43,1982.59,0.31,0.3,20,86,YES
Retail Sales,Bali,2017Q4,2492.09,6384,0.24,0.17,16,43,NO
E-commerce Sales,Jawa,2017Q4,10932.98,4574.91,0.14,0.24,128,332,YES
Enterprise Sales,Sumatra,2017Q4,2180.98,3145.33,0.13,0.18,20,52,NO
International Sales,Kalimantan,2017Q4,4333.19,2264.59,0.35,0.22,34,171,YES
Sales Administration,Papua,2017Q4,708.29,1028.42,0.36,0.38,4,21,NO
Sales Engineering,Sulawesi,2017Q4,181.57,879.78,0.25,0.38,2,3,NO
Sales Operations,NTB,2017Q4,437.21,5401.92,0.17,0.19,3,5,NO
Inside Sales,Bali,2017Q4,5158.67,4313.03,0.27,0.24,42,179,YES
Outside Sales,Jawa,2017Q4,2662.1,6899.9,0.1,0.18,23,66,NO
Account Management,Sumatra,2017Q4,6395.69,4475.68,0.21,0.2,53,236,YES
Business Development,Kalimantan,2017Q4,2881.86,1572.85,0.2,0.15,21,95,YES
Sales Enablement,Papua,2017Q4,2909.69,2311.78,0.28,0.44,21,41,YES
Channel Sales,Sulawesi,2017Q4,2866.91,717.19,0.5,0.5,23,83,YES
Key Accounts,NTB,2017Q4,6585.21,7123.42,0.39,0.3,57,184,NO
Sales Analytics,Bali,2017Q4,9846.14,7479.88,0.22,0.3,75,295,YES
Customer Success,Jawa,2017Q4,5814.46,2779.46,0.39,0.29,48,137,YES
Sales Training,Sumatra,2017Q4,10034.25,5334.09,0.47,0.27,87,472,YES
Strategic Partnerships,Kalimantan,2017Q4,7182.56,6692.33,0.25,0.33,64,218,YES
Sales Support,Papua,2017Q4,1413.16,7105.1,0.3,0.29,8,20,NO
Retail Sales,Sulawesi,2017Q4,9119.49,5003.27,0.11,0.18,78,428,YES
E-commerce Sales,NTB,2017Q4,2880,7095.7,0.25,0.3,21,119,NO
Enterprise Sales,Bali,2017Q4,1068.28,4608.86,0.21,0.2,5,14,NO
International Sales,Jawa,2017Q4,5253.87,5292.48,0.31,0.22,40,157,NO
Sales Administration,Sumatra,2017Q4,408.08,1825.49,0.18,0.43,2,6,NO
Sales Engineering,Kalimantan,2017Q4,249.51,566.8,0.27,0.41,3,10,NO
Sales Operations,Papua,2017Q4,5420.46,3725.99,0.27,0.22,45,134,YES
Inside Sales,Sulawesi,2017Q4,4092.16,4036.92,0.29,0.18,29,101,YES
Outside Sales,NTB,2017Q4,6572.51,5319.12,0.18,0.23,57,287,YES
Account Management,Bali,2017Q4,3665.1,4193.19,0.2,0.15,29,164,NO
Business Development,Jawa,2017Q4,680.01,2402.25,0.23,0.19,6,34,NO
Sales Enablement,Sumatra,2017Q4,3037.65,2072.33,0.56,0.5,26,131,YES
Channel Sales,Kalimantan,2017Q4,1861.44,1621.63,0.26,0.52,14,26,YES
Key Accounts,Papua,2017Q4,618.16,6849.86,0.41,0.3,5,26,NO
Sales Analytics,Sulawesi,2017Q4,4402.38,3486.11,0.29,0.26,39,65,YES
Customer Success,NTB,2017Q4,4096.2,4497.35,0.32,0.21,34,96,NO
Sales Training,Bali,2017Q4,8449.13,3855.69,0.3,0.34,65,354,YES
Strategic Partnerships,Jawa,2017Q4,10225.35,5397.22,0.39,0.31,82,378,YES
Sales Support,Sumatra,2017Q4,10227.87,6133.12,0.34,0.29,81,390,YES
Retail Sales,Kalimantan,2017Q4,4639.02,4444.44,0.08,0.23,39,114,YES
E-commerce Sales,Papua,2017Q4,7980.32,2963.07,0.11,0.29,66,216,YES
Enterprise Sales,Sulawesi,2017Q4,4006.54,3913.52,0.27,0.16,28,95,YES
International Sales,NTB,2017Q4,1344.12,2274.44,0.16,0.24,11,19,NO
Sales Administration,Bali,2017Q4,98.68,1283.85,0.58,0.49,2,4,NO
Sales Engineering,Jawa,2017Q4,128.72,1310.6,0.2,0.43,3,14,NO
Sales Operations,Sumatra,2017Q4,4310.67,6312.24,0.26,0.21,32,120,NO
Inside Sales,Kalimantan,2017Q4,9398.06,3652.46,0.23,0.18,78,446,YES
Outside Sales,Papua,2017Q4,2823.38,4572.06,0.18,0.23,22,40,NO
Account Management,Sulawesi,2017Q4,1950.68,3165.38,0.19,0.2,17,46,NO
Business Development,NTB,2017Q4,2781.42,3298.72,0.16,0.17,22,126,NO
Sales Enablement,Bali,2017Q4,3103.5,1304.35,0.5,0.42,23,101,YES
Channel Sales,Jawa,2017Q4,1551.92,1336.81,0.22,0.54,11,23,YES
Key Accounts,Sumatra,2017Q4,8862.88,6981.57,0.18,0.25,64,116,YES
Sales Analytics,Kalimantan,2017Q4,10283.8,2556.71,0.12,0.29,72,360,YES
Customer Success,Papua,2017Q4,3556.86,3982.62,0.14,0.27,30,168,NO
Sales Training,Sulawesi,2017Q4,1548.88,4844.3,0.51,0.31,14,45,NO
Strategic Partnerships,NTB,2017Q4,7853.93,3073.41,0.43,0.35,65,315,YES
Sales Support,Bali,2017Q4,5060.76,3230.81,0.39,0.27,42,115,YES
Retail Sales,Jawa,2017Q4,4792.95,4616.58,0.1,0.22,36,201,YES
E-commerce Sales,Sumatra,2017Q4,9342.36,2667.56,0.2,0.28,76,187,YES
Enterprise Sales,Kalimantan,2017Q4,1205.24,4609.02,0.1,0.19,10,39,NO
International Sales,Papua,2017Q4,1220.95,3059.78,0.35,0.23,11,60,NO
Sales Administration,Sulawesi,2017Q4,115.11,591.39,0.36,0.47,2,3,NO
Sales Engineering,NTB,2017Q4,135.72,2006.21,0.58,0.49,3,10,NO
Sales Operations,Bali,2017Q4,5642.28,4582.11,0.13,0.22,38,214,YES
Inside Sales,Jawa,2017Q4,3918.92,4103.55,0.21,0.2,32,69,NO
Outside Sales,Sumatra,2017Q4,3064.12,2232.91,0.13,0.18,24,87,YES
Account Management,Kalimantan,2017Q4,5683.2,2392.8,0.18,0.2,42,169,YES
Business Development,Papua,2017Q4,545.57,1412.29,0.08,0.15,2,3,NO
Sales Enablement,Sulawesi,2017Q4,615.53,1245.23,0.76,0.6,4,14,NO
Channel Sales,NTB,2017Q4,1785.43,2540.79,0.36,0.48,14,23,NO
Key Accounts,Bali,2017Q4,6386.59,7832.81,0.24,0.33,51,289,NO
Sales Analytics,Jawa,2017Q4,4701.1,4359.51,0.28,0.28,39,196,YES
Customer Success,Sumatra,2017Q4,1657.61,1871.04,0.28,0.24,12,58,NO
Sales Training,Kalimantan,2017Q4,1655.73,2743.62,0.43,0.34,12,42,NO
Strategic Partnerships,Papua,2017Q4,750.12,2803.88,0.22,0.27,5,22,NO
Sales Support,Sulawesi,2017Q4,9251.15,3483.62,0.27,0.35,86,267,YES
Retail Sales,NTB,2017Q4,4386.84,6124.06,0.31,0.18,38,140,NO
E-commerce Sales,Bali,2017Q4,1059.6,4247.5,0.3,0.22,5,16,NO
Enterprise Sales,Jawa,2017Q4,1965.95,4884.72,0.25,0.15,16,38,NO
International Sales,Sumatra,2017Q4,6847.36,5252.67,0.1,0.21,56,157,YES
Sales Administration,Kalimantan,2017Q4,1145.97,569.69,0.47,0.38,5,23,YES
Sales Engineering,Papua,2017Q4,539.45,1379.62,0.45,0.47,2,3,NO
Sales Operations,Sulawesi,2017Q4,7370.18,4246.98,0.22,0.21,65,262,YES
Inside Sales,NTB,2017Q4,3733.75,2732.14,0.1,0.17,27,67,YES
Outside Sales,Bali,2017Q4,3820.44,3402.23,0.22,0.22,33,154,YES
Account Management,Jawa,2017Q4,6132.67,2473.08,0.1,0.15,47,128,YES
Business Development,Sumatra,2017Q4,5723.04,2305.01,0.19,0.16,52,255,YES
Sales Enablement,Kalimantan,2017Q4,1969.14,1411.78,0.64,0.44,16,39,YES
Channel Sales,Papua,2017Q4,1679.64,1546.17,0.38,0.4,12,21,YES
Key Accounts,Sulawesi,2017Q4,10467.72,7081.79,0.4,0.32,84,141,YES
Sales Analytics,NTB,2017Q4,545.24,2938.32,0.33,0.29,3,6,NO
Customer Success,Bali,2017Q4,6459.47,5414.77,0.34,0.26,53,187,YES
Sales Training,Jawa,2017Q4,2699.61,5094.2,0.13,0.27,23,40,NO
Strategic Partnerships,Sumatra,2017Q4,2852.84,7098.7,0.44,0.38,22,109,NO
Sales Support,Kalimantan,2017Q4,5927.6,6052.31,0.45,0.36,44,81,NO
Retail Sales,Papua,2017Q4,7677.3,4919.47,0.26,0.22,57,119,YES
E-commerce Sales,Sulawesi,2017Q4,4320.63,5994.23,0.31,0.32,35,64,NO
Enterprise Sales,NTB,2017Q4,5212.41,2887,0.19,0.2,36,62,YES
International Sales,Bali,2017Q4,2394.89,5625.32,0.17,0.21,16,29,NO
Sales Administration,Jawa,2017Q4,304.16,1646.5,0.45,0.38,3,12,NO
Sales Engineering,Sumatra,2017Q4,2385.16,1796.6,0.52,0.41,20,33,YES
Sales Operations,Kalimantan,2017Q4,9026.04,3499.92,0.1,0.22,74,416,YES
Inside Sales,Papua,2017Q4,1633.81,5025.96,0.18,0.21,14,74,NO
Outside Sales,Sulawesi,2017Q4,193.56,3344.47,0.09,0.19,2,5,NO
Account Management,NTB,2017Q4,139.13,4191.94,0.24,0.2,2,5,NO
Business Development,Bali,2017Q4,6447.3,3058.19,0.13,0.2,58,227,YES
Sales Enablement,Jawa,2017Q4,1670.14,1061.45,0.22,0.42,12,26,YES
Channel Sales,Sumatra,2017Q4,2896.79,1335.57,0.74,0.46,23,109,YES
Key Accounts,Kalimantan,2017Q4,5359.59,7739.63,0.17,0.25,39,188,NO
Sales Analytics,Papua,2017Q4,10834.53,5642.64,0.37,0.28,84,271,YES
Customer Success,Sulawesi,2017Q4,2225.87,2401.13,0.36,0.29,17,83,NO
Sales Training,NTB,2017Q4,2871.33,5344.01,0.35,0.38,22,105,NO
Strategic Partnerships,Bali,2017Q4,5496.98,1892.84,0.49,0.29,36,207,YES
Sales Support,Jawa,2017Q4,1264.22,3156.71,0.42,0.39,8,36,NO
Retail Sales,Sumatra,2017Q4,2868.85,2691.3,0.23,0.24,23,96,YES
E-commerce Sales,Kalimantan,2017Q4,972.46,7056.75,0.12,0.24,8,18,NO
Enterprise Sales,Papua,2017Q4,5441.93,3049.17,0.12,0.15,41,208,YES
International Sales,Sulawesi,2017Q4,5166.55,1636.44,0.25,0.29,42,209,YES
Sales Administration,NTB,2017Q4,707.49,1540.4,0.2,0.36,5,10,NO
Sales Engineering,Bali,2017Q4,1503.23,1117.94,0.36,0.43,14,35,YES
Sales Operations,Jawa,2017Q4,1055.72,3397.87,0.18,0.19,6,19,NO
Inside Sales,Sumatra,2017Q4,2865.97,2046.47,0.18,0.24,22,100,YES
Outside Sales,Kalimantan,2017Q4,3905.34,4835.53,0.29,0.19,33,145,NO
Account Management,Papua,2017Q4,4577.63,3566.12,0.18,0.16,34,79,YES
Business Development,Sulawesi,2017Q4,1895.47,1565.58,0.07,0.18,17,31,YES
Sales Enablement,NTB,2017Q4,1482.98,855.09,0.8,0.58,11,38,YES
Channel Sales,Bali,2017Q4,1660.42,1558.83,0.66,0.48,12,58,YES
Key Accounts,Jawa,2017Q4,10540.24,6644.04,0.19,0.28,96,284,YES
Sales Analytics,Sumatra,2017Q4,6451.72,3890.53,0.18,0.24,54,276,YES
Customer Success,Kalimantan,2017Q4,7844.03,1599.72,0.26,0.21,57,236,YES
Sales Training,Papua,2017Q4,9133.16,4356.24,0.35,0.36,83,183,YES
Strategic Partnerships,Sulawesi,2017Q4,8599.22,7447,0.23,0.26,74,298,YES
Sales Support,NTB,2017Q4,9506.64,3377.36,0.25,0.38,87,377,YES
Retail Sales,Bali,2017Q4,7732.51,3460.42,0.22,0.19,57,124,YES
E-commerce Sales,Jawa,2017Q4,2677.71,3426.96,0.33,0.25,22,89,NO
Enterprise Sales,Sumatra,2017Q4,4081.2,2879.02,0.22,0.16,33,85,YES
International Sales,Kalimantan,2017Q4,7454.4,2428.47,0.4,0.25,59,297,YES
Sales Administration,Papua,2017Q4,1900.28,1741.64,0.58,0.43,14,36,YES
Sales Engineering,Sulawesi,2017Q4,2518.55,1829.16,0.59,0.41,20,39,YES
Sales Operations,NTB,2017Q4,6655.48,4764.1,0.12,0.21,56,208,YES
Inside Sales,Bali,2017Q4,9316.87,2839.68,0.18,0.17,83,203,YES
Outside Sales,Jawa,2017Q4,7075.09,4203.99,0.28,0.18,54,128,YES
Account Management,Sumatra,2017Q4,7089.16,2137.58,0.19,0.16,57,284,YES
Business Development,Kalimantan,2017Q4,3121.92,4845.9,0.13,0.17,23,98,NO
Sales Enablement,Papua,2017Q4,2593.93,2454.16,0.32,0.54,22,105,YES
Channel Sales,Sulawesi,2017Q4,2024.9,1326.46,0.52,0.58,16,57,YES
Key Accounts,NTB,2017Q4,10758.67,3489.29,0.32,0.32,119,274,YES
Sales Analytics,Bali,2017Q4,7374.14,4362.74,0.26,0.23,57,265,YES
Customer Success,Jawa,2017Q4,5597.28,5721.26,0.39,0.23,42,110,NO
Sales Training,Sumatra,2017Q4,2216.62,2570.44,0.43,0.38,16,82,NO
Strategic Partnerships,Kalimantan,2017Q4,4134.86,7135.46,0.3,0.31,35,157,NO
Sales Support,Papua,2017Q4,5840.19,2440.71,0.47,0.36,47,132,YES
Retail Sales,Sulawesi,2017Q4,4488.55,2377.54,0.29,0.17,34,137,YES
E-commerce Sales,NTB,2017Q4,1684.86,2164.16,0.34,0.29,11,38,NO
Enterprise Sales,Bali,2017Q4,4415.11,4929.19,0.15,0.16,36,194,NO
International Sales,Jawa,2017Q4,2494.37,2341.27,0.28,0.27,15,52,YES
Sales Administration,Sumatra,2017Q4,1269.3,657.65,0.34,0.54,11,30,YES
Sales Engineering,Kalimantan,2017Q4,1808.25,1049.26,0.18,0.52,11,51,YES
Sales Operations,Papua,2017Q4,5764.98,2958.35,0.24,0.2,46,153,YES
Inside Sales,Sulawesi,2017Q4,8010.33,2241.5,0.21,0.19,64,297,YES
Outside Sales,NTB,2017Q4,9072.58,4751.25,0.12,0.18,77,134,YES
Account Management,Bali,2017Q4,4359,4609.53,0.08,0.14,36,128,NO
Business Development,Jawa,2017Q4,6595.53,2810.1,0.08,0.14,57,158,YES
Sales Enablement,Sumatra,2017Q4,345.46,2511.17,0.7,0.54,3,11,NO
Channel Sales,Kalimantan,2017Q4,2688.67,809.67,0.4,0.42,23,85,YES
Key Accounts,Papua,2017Q4,968.14,5556.61,0.18,0.25,8,27,NO
Sales Analytics,Sulawesi,2017Q4,2949.09,6680.92,0.32,0.28,23,120,NO
Customer Success,NTB,2017Q4,1227.31,1818.95,0.17,0.2,10,23,NO
Sales Training,Bali,2017Q4,7666.36,4747.35,0.39,0.29,64,210,YES
Strategic Partnerships,Jawa,2017Q4,8817.03,5612.31,0.27,0.34,69,361,YES
Sales Support,Sumatra,2017Q4,705.11,5693.13,0.51,0.38,3,12,NO
Retail Sales,Kalimantan,2017Q4,7823.62,6148.38,0.19,0.18,65,114,YES
E-commerce Sales,Papua,2017Q4,10349.55,2460.99,0.2,0.25,87,502,YES
Enterprise Sales,Sulawesi,2017Q4,1003.48,3925.34,0.27,0.17,8,40,NO
International Sales,NTB,2017Q4,5028.08,4153.52,0.22,0.29,40,124,YES
Sales Administration,Bali,2017Q4,1037.79,983.32,0.41,0.47,8,40,YES
Sales Engineering,Jawa,2017Q4,394.53,612.59,0.72,0.45,3,7,NO
Sales Operations,Sumatra,2017Q4,8372.94,1836.81,0.13,0.17,64,277,YES
Inside Sales,Kalimantan,2017Q4,6958.77,3789.35,0.15,0.2,53,278,YES
Outside Sales,Papua,2017Q4,761.88,4992.34,0.31,0.18,5,13,NO
Account Management,Sulawesi,2017Q4,332.94,2033.11,0.13,0.15,2,7,NO
Business Development,NTB,2017Q4,4523.13,3658.16,0.16,0.15,38,160,YES
Sales Enablement,Bali,2017Q4,3259.79,1832.85,0.24,0.56,26,71,YES
Channel Sales,Jawa,2017Q4,1585.37,677.06,0.34,0.44,14,56,YES
Key Accounts,Sumatra,2017Q4,6487.47,2425.56,0.3,0.24,59,261,YES
Sales Analytics,Kalimantan,2017Q4,2157.72,4092.22,0.37,0.28,16,43,NO
Customer Success,Papua,2017Q4,7029.73,4183.47,0.22,0.25,59,297,YES
Sales Training,Sulawesi,2017Q4,1215.24,4009.08,0.36,0.33,10,56,NO
Strategic Partnerships,NTB,2017Q4,2815.86,6621.52,0.35,0.36,21,99,NO
Sales Support,Bali,2017Q4,1859.37,2919.38,0.21,0.34,17,90,NO
Retail Sales,Jawa,2017Q4,7279.55,3066.18,0.25,0.18,60,346,YES
E-commerce Sales,Sumatra,2017Q4,10668.15,6863.07,0.35,0.26,125,675,YES
Enterprise Sales,Kalimantan,2017Q4,5052.79,3403.8,0.17,0.2,45,125,YES
International Sales,Papua,2017Q4,7016.39,1761.35,0.33,0.22,54,247,YES
Sales Administration,Sulawesi,2017Q4,176.5,893.35,0.5,0.45,2,4,NO
Sales Engineering,NTB,2017Q4,922.61,1259.52,0.23,0.41,9,15,NO
Sales Operations,Bali,2017Q4,6727.78,4806.43,0.24,0.22,56,160,YES
Inside Sales,Jawa,2017Q4,7366.45,6444.65,0.25,0.18,60,346,YES
Outside Sales,Sumatra,2017Q4,4665.6,4210.68,0.22,0.18,38,210,YES
Account Management,Kalimantan,2017Q4,2623.35,1676.91,0.1,0.19,23,79,YES
Business Development,Papua,2017Q4,1994.3,2813,0.12,0.15,14,37,NO
Sales Enablement,Sulawesi,2017Q4,1508.07,2371.02,0.78,0.48,12,34,NO
Channel Sales,NTB,2017Q4,143.48,931.35,0.4,0.46,2,6,NO
Key Accounts,Bali,2017Q4,6027.85,2056.61,0.32,0.25,52,117,YES
Sales Analytics,Jawa,2017Q4,6942.76,5449.9,0.28,0.31,52,289,YES
Customer Success,Sumatra,2017Q4,5754.25,5631.13,0.34,0.22,51,281,YES
Sales Training,Kalimantan,2017Q4,8583.35,7357.41,0.47,0.3,64,310,YES
Strategic Partnerships,Papua,2017Q4,3687.45,5041.25,0.38,0.27,30,81,NO
Sales Support,Sulawesi,2017Q4,7463.62,3385.14,0.17,0.27,66,225,YES
Retail Sales,NTB,2017Q4,6475.22,6847.92,0.31,0.2,58,140,NO
E-commerce Sales,Bali,2017Q4,2579.39,5207.57,0.15,0.26,20,53,NO
Enterprise Sales,Jawa,2017Q4,6832.97,3096.22,0.16,0.15,59,304,YES
International Sales,Sumatra,2017Q4,2980.44,3840.24,0.32,0.22,26,113,NO
Sales Administration,Kalimantan,2017Q4,616.48,1708.29,0.47,0.43,6,12,NO
Sales Engineering,Papua,2017Q4,2652.9,552.5,0.68,0.49,20,98,YES
Sales Operations,Sulawesi,2017Q4,5566.58,2589.22,0.14,0.21,41,95,YES
Inside Sales,NTB,2017Q4,1472.77,4145.49,0.31,0.22,9,25,NO
Outside Sales,Bali,2017Q4,1771.08,2301.51,0.3,0.22,14,39,NO
Account Management,Jawa,2017Q4,3780.68,2084.18,0.1,0.17,30,56,YES
Business Development,Sumatra,2017Q4,5142.34,5112.42,0.23,0.16,45,225,YES
Sales Enablement,Kalimantan,2017Q4,1285.79,1005.49,0.48,0.4,11,52,YES
Channel Sales,Papua,2017Q4,2224.45,2290.59,0.54,0.42,18,104,NO
Key Accounts,Sulawesi,2017Q4,5317.79,7033.44,0.13,0.3,38,87,NO
Sales Analytics,NTB,2017Q4,1945.24,5723.87,0.25,0.32,16,40,NO
Customer Success,Bali,2017Q4,5036.9,2849.39,0.15,0.27,38,166,YES
Sales Training,Jawa,2017Q4,3495.17,3736.61,0.4,0.26,29,100,NO
Strategic Partnerships,Sumatra,2017Q4,9861.26,6842.17,0.14,0.27,78,412,YES
Sales Support,Kalimantan,2017Q4,3255.97,4892.1,0.23,0.27,24,124,NO
Retail Sales,Papua,2017Q4,4178.45,2624.4,0.25,0.16,30,170,YES
E-commerce Sales,Sulawesi,2017Q4,4755.83,8040.01,0.15,0.24,38,171,NO
Enterprise Sales,NTB,2017Q4,397.54,4195.76,0.18,0.14,2,4,NO
International Sales,Bali,2017Q4,7176.73,4332.96,0.3,0.29,65,222,YES
Sales Administration,Jawa,2017Q4,1791.53,802.6,0.43,0.5,11,55,YES
Sales Engineering,Sumatra,2017Q4,1613.45,1986.68,0.59,0.38,14,23,NO
Sales Operations,Kalimantan,2017Q4,9099.98,1884.23,0.22,0.23,87,152,YES
Inside Sales,Papua,2017Q4,6792.96,2874.25,0.18,0.23,51,118,YES
Outside Sales,Sulawesi,2017Q4,4150.43,3726.46,0.22,0.22,32,166,YES
Account Management,NTB,2017Q4,2267.94,2263.06,0.25,0.16,16,62,YES
Business Development,Bali,2017Q4,2078.29,2278.57,0.27,0.17,16,58,NO
Sales Enablement,Jawa,2017Q4,1590.08,1161.03,0.48,0.4,14,73,YES
Channel Sales,Sumatra,2017Q4,1977.45,1212.05,0.64,0.52,16,82,YES
Key Accounts,Kalimantan,2017Q4,1288.63,6424.19,0.14,0.26,11,30,NO
Sales Analytics,Papua,2017Q4,1755.12,7733.59,0.39,0.24,14,24,NO
Customer Success,Sulawesi,2017Q4,171.94,1999.84,0.13,0.24,3,11,NO
Sales Training,NTB,2017Q4,3400.3,1973.98,0.36,0.36,29,59,YES
Strategic Partnerships,Bali,2017Q4,6406.88,7365.7,0.29,0.35,56,247,NO
Sales Support,Jawa,2017Q4,7999.66,2558.1,0.45,0.35,72,311,YES
Retail Sales,Sumatra,2017Q4,3648.47,5347.11,0.25,0.17,29,93,NO
E-commerce Sales,Kalimantan,2017Q4,8836.52,5358.57,0.12,0.28,64,325,YES
Enterprise Sales,Papua,2017Q4,3966.47,5122.21,0.2,0.18,34,159,NO
International Sales,Sulawesi,2017Q4,1971.45,5419.73,0.32,0.3,14,68,NO
Sales Administration,NTB,2017Q4,2366.02,966.77,0.72,0.4,17,37,YES
Sales Engineering,Bali,2017Q4,975.37,1819.99,0.29,0.43,5,16,NO
Sales Operations,Jawa,2017Q4,7372.66,2178.69,0.3,0.22,59,198,YES
Inside Sales,Sumatra,2017Q4,7797.07,3383.45,0.25,0.22,63,281,YES
Outside Sales,Kalimantan,2017Q4,4493.22,5378.17,0.22,0.18,36,133,NO
Account Management,Papua,2017Q4,412.17,1616.59,0.16,0.17,3,11,NO
Business Development,Sulawesi,2017Q4,260.34,2221.19,0.13,0.21,3,7,NO
Sales Enablement,NTB,2017Q4,2872.35,1685.4,0.68,0.4,23,39,YES
Channel Sales,Bali,2017Q4,2721.5,1563.41,0.7,0.48,22,121,YES
Key Accounts,Jawa,2017Q4,8902.8,7154.06,0.21,0.32,75,349,YES
Sales Analytics,Sumatra,2017Q4,2140.37,8013.51,0.19,0.33,14,37,NO
Customer Success,Kalimantan,2017Q4,2698.23,4430.03,0.19,0.27,20,71,NO
Sales Training,Papua,2017Q4,6214.65,2888.76,0.26,0.36,52,287,YES
